filename,label,bag_type,soil,depth_m,cx_m,clutter
bscan_preview/noleak_pipe_soil_med_d065_x20_bscan.png,0,,soil_med,0.65,0.2,pipe
bscan_preview/noleak_pipe_soil_med_d065_x30_bscan.png,0,,soil_med,0.65,0.3,pipe
bscan_preview/noleak_pipe_soil_med_d065_x40_bscan.png,0,,soil_med,0.65,0.4,pipe
bscan_preview/noleak_pipe_soil_med_d100_x20_bscan.png,0,,soil_med,1.0,0.2,pipe
bscan_preview/noleak_pipe_soil_med_d100_x30_bscan.png,0,,soil_med,1.0,0.3,pipe
bscan_preview/noleak_pipe_soil_med_d100_x40_bscan.png,0,,soil_med,1.0,0.4,pipe
bscan_preview/noleak_pipe_soil_wet_d010_x20_bscan.png,0,,soil_wet,0.1,0.2,pipe
bscan_preview/noleak_pipe_soil_wet_d010_x30_bscan.png,0,,soil_wet,0.1,0.3,pipe
bscan_preview/noleak_pipe_soil_wet_d010_x40_bscan.png,0,,soil_wet,0.1,0.4,pipe
bscan_preview/noleak_pipe_soil_wet_d035_x20_bscan.png,0,,soil_wet,0.35,0.2,pipe
bscan_preview/noleak_pipe_soil_wet_d035_x30_bscan.png,0,,soil_wet,0.35,0.3,pipe
bscan_preview/noleak_pipe_soil_wet_d035_x40_bscan.png,0,,soil_wet,0.35,0.4,pipe
bscan_preview/noleak_pipe_soil_wet_d065_x20_bscan.png,0,,soil_wet,0.65,0.2,pipe
bscan_preview/noleak_pipe_soil_wet_d065_x30_bscan.png,0,,soil_wet,0.65,0.3,pipe
bscan_preview/noleak_pipe_soil_wet_d065_x40_bscan.png,0,,soil_wet,0.65,0.4,pipe
bscan_preview/noleak_pipe_soil_wet_d100_x20_bscan.png,0,,soil_wet,1.0,0.2,pipe
bscan_preview/noleak_pipe_soil_wet_d100_x30_bscan.png,0,,soil_wet,1.0,0.3,pipe
bscan_preview/noleak_pipe_soil_wet_d100_x40_bscan.png,0,,soil_wet,1.0,0.4,pipe
bscan_preview/noleak_rockmd_soil_dry_d010_x20_bscan.png,0,,soil_dry,0.1,0.2,rockmd
bscan_preview/noleak_rockmd_soil_dry_d010_x30_bscan.png,0,,soil_dry,0.1,0.3,rockmd
bscan_preview/noleak_rockmd_soil_dry_d010_x40_bscan.png,0,,soil_dry,0.1,0.4,rockmd
bscan_preview/noleak_rockmd_soil_dry_d035_x20_bscan.png,0,,soil_dry,0.35,0.2,rockmd
bscan_preview/noleak_rockmd_soil_dry_d035_x30_bscan.png,0,,soil_dry,0.35,0.3,rockmd
bscan_preview/noleak_rockmd_soil_dry_d035_x40_bscan.png,0,,soil_dry,0.35,0.4,rockmd
bscan_preview/noleak_rockmd_soil_dry_d065_x20_bscan.png,0,,soil_dry,0.65,0.2,rockmd
bscan_preview/noleak_rockmd_soil_dry_d065_x30_bscan.png,0,,soil_dry,0.65,0.3,rockmd
bscan_preview/noleak_rockmd_soil_dry_d065_x40_bscan.png,0,,soil_dry,0.65,0.4,rockmd
bscan_preview/noleak_rockmd_soil_dry_d100_x20_bscan.png,0,,soil_dry,1.0,0.2,rockmd
bscan_preview/noleak_rockmd_soil_dry_d100_x30_bscan.png,0,,soil_dry,1.0,0.3,rockmd
bscan_preview/noleak_rockmd_soil_dry_d100_x40_bscan.png,0,,soil_dry,1.0,0.4,rockmd
bscan_preview/noleak_rockmd_soil_med_d010_x20_bscan.png,0,,soil_med,0.1,0.2,rockmd
bscan_preview/noleak_rockmd_soil_med_d010_x30_bscan.png,0,,soil_med,0.1,0.3,rockmd
bscan_preview/noleak_rockmd_soil_med_d010_x40_bscan.png,0,,soil_med,0.1,0.4,rockmd
bscan_preview/noleak_rockmd_soil_med_d035_x20_bscan.png,0,,soil_med,0.35,0.2,rockmd
bscan_preview/noleak_rockmd_soil_med_d035_x30_bscan.png,0,,soil_med,0.35,0.3,rockmd
bscan_preview/noleak_rockmd_soil_med_d035_x40_bscan.png,0,,soil_med,0.35,0.4,rockmd
bscan_preview/noleak_rockmd_soil_med_d065_x20_bscan.png,0,,soil_med,0.65,0.2,rockmd
bscan_preview/noleak_rockmd_soil_med_d065_x30_bscan.png,0,,soil_med,0.65,0.3,rockmd
bscan_preview/noleak_rockmd_soil_med_d065_x40_bscan.png,0,,soil_med,0.65,0.4,rockmd
bscan_preview/noleak_rockmd_soil_med_d100_x20_bscan.png,0,,soil_med,1.0,0.2,rockmd
bscan_preview/noleak_rockmd_soil_med_d100_x30_bscan.png,0,,soil_med,1.0,0.3,rockmd
bscan_preview/noleak_rockmd_soil_med_d100_x40_bscan.png,0,,soil_med,1.0,0.4,rockmd
bscan_preview/noleak_rockmd_soil_wet_d010_x20_bscan.png,0,,soil_wet,0.1,0.2,rockmd
bscan_preview/noleak_rockmd_soil_wet_d010_x30_bscan.png,0,,soil_wet,0.1,0.3,rockmd
bscan_preview/noleak_rockmd_soil_wet_d010_x40_bscan.png,0,,soil_wet,0.1,0.4,rockmd
bscan_preview/noleak_rockmd_soil_wet_d035_x20_bscan.png,0,,soil_wet,0.35,0.2,rockmd
bscan_preview/noleak_rockmd_soil_wet_d035_x30_bscan.png,0,,soil_wet,0.35,0.3,rockmd
bscan_preview/noleak_rockmd_soil_wet_d035_x40_bscan.png,0,,soil_wet,0.35,0.4,rockmd
bscan_preview/noleak_rockmd_soil_wet_d065_x20_bscan.png,0,,soil_wet,0.65,0.2,rockmd
bscan_preview/noleak_rockmd_soil_wet_d065_x30_bscan.png,0,,soil_wet,0.65,0.3,rockmd
bscan_preview/noleak_rockmd_soil_wet_d065_x40_bscan.png,0,,soil_wet,0.65,0.4,rockmd
bscan_preview/noleak_rockmd_soil_wet_d100_x20_bscan.png,0,,soil_wet,1.0,0.2,rockmd
bscan_preview/noleak_rockmd_soil_wet_d100_x30_bscan.png,0,,soil_wet,1.0,0.3,rockmd
bscan_preview/noleak_rockmd_soil_wet_d100_x40_bscan.png,0,,soil_wet,1.0,0.4,rockmd
bscan_preview/noleak_rocksm_soil_dry_d010_x20_bscan.png,0,,soil_dry,0.1,0.2,rocksm
bscan_preview/noleak_rocksm_soil_dry_d010_x30_bscan.png,0,,soil_dry,0.1,0.3,rocksm
bscan_preview/noleak_rocksm_soil_dry_d010_x40_bscan.png,0,,soil_dry,0.1,0.4,rocksm
bscan_preview/noleak_rocksm_soil_dry_d035_x20_bscan.png,0,,soil_dry,0.35,0.2,rocksm
bscan_preview/noleak_rocksm_soil_dry_d035_x30_bscan.png,0,,soil_dry,0.35,0.3,rocksm
bscan_preview/noleak_rocksm_soil_dry_d035_x40_bscan.png,0,,soil_dry,0.35,0.4,rocksm
bscan_preview/noleak_rocksm_soil_dry_d065_x20_bscan.png,0,,soil_dry,0.65,0.2,rocksm
bscan_preview/noleak_rocksm_soil_dry_d065_x30_bscan.png,0,,soil_dry,0.65,0.3,rocksm
bscan_preview/noleak_rocksm_soil_dry_d065_x40_bscan.png,0,,soil_dry,0.65,0.4,rocksm
bscan_preview/noleak_rocksm_soil_dry_d100_x20_bscan.png,0,,soil_dry,1.0,0.2,rocksm
bscan_preview/noleak_rocksm_soil_dry_d100_x30_bscan.png,0,,soil_dry,1.0,0.3,rocksm
bscan_preview/noleak_rocksm_soil_dry_d100_x40_bscan.png,0,,soil_dry,1.0,0.4,rocksm
bscan_preview/noleak_rocksm_soil_med_d010_x20_bscan.png,0,,soil_med,0.1,0.2,rocksm
bscan_preview/noleak_rocksm_soil_med_d010_x30_bscan.png,0,,soil_med,0.1,0.3,rocksm
bscan_preview/noleak_rocksm_soil_med_d010_x40_bscan.png,0,,soil_med,0.1,0.4,rocksm
bscan_preview/noleak_rocksm_soil_med_d035_x20_bscan.png,0,,soil_med,0.35,0.2,rocksm
bscan_preview/noleak_rocksm_soil_med_d035_x30_bscan.png,0,,soil_med,0.35,0.3,rocksm
bscan_preview/noleak_rocksm_soil_med_d035_x40_bscan.png,0,,soil_med,0.35,0.4,rocksm
bscan_preview/noleak_rocksm_soil_med_d065_x20_bscan.png,0,,soil_med,0.65,0.2,rocksm
bscan_preview/noleak_rocksm_soil_med_d065_x30_bscan.png,0,,soil_med,0.65,0.3,rocksm
bscan_preview/noleak_rocksm_soil_med_d065_x40_bscan.png,0,,soil_med,0.65,0.4,rocksm
bscan_preview/noleak_rocksm_soil_med_d100_x20_bscan.png,0,,soil_med,1.0,0.2,rocksm
bscan_preview/noleak_rocksm_soil_med_d100_x30_bscan.png,0,,soil_med,1.0,0.3,rocksm
bscan_preview/noleak_rocksm_soil_med_d100_x40_bscan.png,0,,soil_med,1.0,0.4,rocksm
bscan_preview/noleak_rocksm_soil_wet_d010_x20_bscan.png,0,,soil_wet,0.1,0.2,rocksm
bscan_preview/noleak_rocksm_soil_wet_d010_x30_bscan.png,0,,soil_wet,0.1,0.3,rocksm
bscan_preview/noleak_rocksm_soil_wet_d010_x40_bscan.png,0,,soil_wet,0.1,0.4,rocksm
bscan_preview/noleak_rocksm_soil_wet_d035_x20_bscan.png,0,,soil_wet,0.35,0.2,rocksm
bscan_preview/noleak_rocksm_soil_wet_d035_x30_bscan.png,0,,soil_wet,0.35,0.3,rocksm
bscan_preview/noleak_rocksm_soil_wet_d035_x40_bscan.png,0,,soil_wet,0.35,0.4,rocksm
bscan_preview/noleak_rocksm_soil_wet_d065_x20_bscan.png,0,,soil_wet,0.65,0.2,rocksm
bscan_preview/noleak_rocksm_soil_wet_d065_x30_bscan.png,0,,soil_wet,0.65,0.3,rocksm
bscan_preview/noleak_rocksm_soil_wet_d065_x40_bscan.png,0,,soil_wet,0.65,0.4,rocksm
bscan_preview/noleak_rocksm_soil_wet_d100_x20_bscan.png,0,,soil_wet,1.0,0.2,rocksm
bscan_preview/noleak_rocksm_soil_wet_d100_x30_bscan.png,0,,soil_wet,1.0,0.3,rocksm
bscan_preview/noleak_rocksm_soil_wet_d100_x40_bscan.png,0,,soil_wet,1.0,0.4,rocksm
bscan_preview/leak_large_flat_soil_dry_d010_x15_bscan.png,1,large_flat,soil_dry,0.1,0.15,
bscan_preview/leak_large_flat_soil_dry_d010_x25_bscan.png,1,large_flat,soil_dry,0.1,0.25,
bscan_preview/leak_large_flat_soil_dry_d010_x35_bscan.png,1,large_flat,soil_dry,0.1,0.35,
bscan_preview/leak_large_flat_soil_dry_d010_x45_bscan.png,1,large_flat,soil_dry,0.1,0.45,
bscan_preview/leak_large_flat_soil_dry_d025_x15_bscan.png,1,large_flat,soil_dry,0.25,0.15,
bscan_preview/leak_large_flat_soil_dry_d025_x25_bscan.png,1,large_flat,soil_dry,0.25,0.25,
bscan_preview/leak_large_flat_soil_dry_d025_x35_bscan.png,1,large_flat,soil_dry,0.25,0.35,
bscan_preview/leak_large_flat_soil_dry_d025_x45_bscan.png,1,large_flat,soil_dry,0.25,0.45,
bscan_preview/leak_large_flat_soil_dry_d040_x15_bscan.png,1,large_flat,soil_dry,0.4,0.15,
bscan_preview/leak_large_flat_soil_dry_d040_x25_bscan.png,1,large_flat,soil_dry,0.4,0.25,
bscan_preview/leak_large_flat_soil_dry_d040_x35_bscan.png,1,large_flat,soil_dry,0.4,0.35,
bscan_preview/leak_large_flat_soil_dry_d040_x45_bscan.png,1,large_flat,soil_dry,0.4,0.45,
bscan_preview/leak_large_flat_soil_dry_d060_x15_bscan.png,1,large_flat,soil_dry,0.6,0.15,
bscan_preview/leak_large_flat_soil_dry_d060_x25_bscan.png,1,large_flat,soil_dry,0.6,0.25,
bscan_preview/leak_large_flat_soil_dry_d060_x35_bscan.png,1,large_flat,soil_dry,0.6,0.35,
bscan_preview/leak_large_flat_soil_dry_d060_x45_bscan.png,1,large_flat,soil_dry,0.6,0.45,
bscan_preview/leak_large_flat_soil_dry_d080_x15_bscan.png,1,large_flat,soil_dry,0.8,0.15,
bscan_preview/leak_large_flat_soil_dry_d080_x25_bscan.png,1,large_flat,soil_dry,0.8,0.25,
bscan_preview/leak_large_flat_soil_dry_d080_x35_bscan.png,1,large_flat,soil_dry,0.8,0.35,
bscan_preview/leak_large_flat_soil_dry_d080_x45_bscan.png,1,large_flat,soil_dry,0.8,0.45,
bscan_preview/leak_large_flat_soil_dry_d110_x15_bscan.png,1,large_flat,soil_dry,1.1,0.15,
bscan_preview/leak_large_flat_soil_dry_d110_x25_bscan.png,1,large_flat,soil_dry,1.1,0.25,
bscan_preview/leak_large_flat_soil_dry_d110_x35_bscan.png,1,large_flat,soil_dry,1.1,0.35,
bscan_preview/leak_large_flat_soil_dry_d110_x45_bscan.png,1,large_flat,soil_dry,1.1,0.45,
bscan_preview/leak_large_flat_soil_med_d010_x15_bscan.png,1,large_flat,soil_med,0.1,0.15,
bscan_preview/leak_large_flat_soil_med_d010_x25_bscan.png,1,large_flat,soil_med,0.1,0.25,
bscan_preview/leak_large_flat_soil_med_d010_x35_bscan.png,1,large_flat,soil_med,0.1,0.35,
bscan_preview/leak_large_flat_soil_med_d010_x45_bscan.png,1,large_flat,soil_med,0.1,0.45,
bscan_preview/leak_large_flat_soil_med_d025_x15_bscan.png,1,large_flat,soil_med,0.25,0.15,
bscan_preview/leak_large_flat_soil_med_d025_x25_bscan.png,1,large_flat,soil_med,0.25,0.25,
bscan_preview/leak_large_flat_soil_med_d025_x35_bscan.png,1,large_flat,soil_med,0.25,0.35,
bscan_preview/leak_large_flat_soil_med_d025_x45_bscan.png,1,large_flat,soil_med,0.25,0.45,
bscan_preview/leak_large_flat_soil_med_d040_x15_bscan.png,1,large_flat,soil_med,0.4,0.15,
bscan_preview/leak_large_flat_soil_med_d040_x25_bscan.png,1,large_flat,soil_med,0.4,0.25,
bscan_preview/leak_large_flat_soil_med_d040_x35_bscan.png,1,large_flat,soil_med,0.4,0.35,
bscan_preview/leak_large_flat_soil_med_d040_x45_bscan.png,1,large_flat,soil_med,0.4,0.45,
bscan_preview/leak_large_flat_soil_med_d060_x15_bscan.png,1,large_flat,soil_med,0.6,0.15,
bscan_preview/leak_large_flat_soil_med_d060_x25_bscan.png,1,large_flat,soil_med,0.6,0.25,
bscan_preview/leak_large_flat_soil_med_d060_x35_bscan.png,1,large_flat,soil_med,0.6,0.35,
bscan_preview/leak_large_flat_soil_med_d060_x45_bscan.png,1,large_flat,soil_med,0.6,0.45,
bscan_preview/leak_large_flat_soil_med_d080_x15_bscan.png,1,large_flat,soil_med,0.8,0.15,
bscan_preview/leak_large_flat_soil_med_d080_x25_bscan.png,1,large_flat,soil_med,0.8,0.25,
bscan_preview/leak_large_flat_soil_med_d080_x35_bscan.png,1,large_flat,soil_med,0.8,0.35,
bscan_preview/leak_large_flat_soil_med_d080_x45_bscan.png,1,large_flat,soil_med,0.8,0.45,
bscan_preview/leak_large_flat_soil_med_d110_x15_bscan.png,1,large_flat,soil_med,1.1,0.15,
bscan_preview/leak_large_flat_soil_med_d110_x25_bscan.png,1,large_flat,soil_med,1.1,0.25,
bscan_preview/leak_large_flat_soil_med_d110_x35_bscan.png,1,large_flat,soil_med,1.1,0.35,
bscan_preview/leak_large_flat_soil_med_d110_x45_bscan.png,1,large_flat,soil_med,1.1,0.45,
bscan_preview/leak_large_flat_soil_wet_d010_x15_bscan.png,1,large_flat,soil_wet,0.1,0.15,
bscan_preview/leak_large_flat_soil_wet_d010_x25_bscan.png,1,large_flat,soil_wet,0.1,0.25,
bscan_preview/leak_large_flat_soil_wet_d010_x35_bscan.png,1,large_flat,soil_wet,0.1,0.35,
bscan_preview/leak_large_flat_soil_wet_d010_x45_bscan.png,1,large_flat,soil_wet,0.1,0.45,
bscan_preview/leak_large_flat_soil_wet_d025_x15_bscan.png,1,large_flat,soil_wet,0.25,0.15,
bscan_preview/leak_large_flat_soil_wet_d025_x25_bscan.png,1,large_flat,soil_wet,0.25,0.25,
bscan_preview/leak_large_flat_soil_wet_d025_x35_bscan.png,1,large_flat,soil_wet,0.25,0.35,
bscan_preview/leak_large_flat_soil_wet_d025_x45_bscan.png,1,large_flat,soil_wet,0.25,0.45,
bscan_preview/leak_large_flat_soil_wet_d040_x15_bscan.png,1,large_flat,soil_wet,0.4,0.15,
bscan_preview/leak_large_flat_soil_wet_d040_x25_bscan.png,1,large_flat,soil_wet,0.4,0.25,
bscan_preview/leak_large_flat_soil_wet_d040_x35_bscan.png,1,large_flat,soil_wet,0.4,0.35,
bscan_preview/leak_large_flat_soil_wet_d040_x45_bscan.png,1,large_flat,soil_wet,0.4,0.45,
bscan_preview/leak_large_flat_soil_wet_d060_x15_bscan.png,1,large_flat,soil_wet,0.6,0.15,
bscan_preview/leak_large_flat_soil_wet_d060_x25_bscan.png,1,large_flat,soil_wet,0.6,0.25,
bscan_preview/leak_large_flat_soil_wet_d060_x35_bscan.png,1,large_flat,soil_wet,0.6,0.35,
bscan_preview/leak_large_flat_soil_wet_d060_x45_bscan.png,1,large_flat,soil_wet,0.6,0.45,
bscan_preview/leak_large_flat_soil_wet_d080_x15_bscan.png,1,large_flat,soil_wet,0.8,0.15,
bscan_preview/leak_large_flat_soil_wet_d080_x25_bscan.png,1,large_flat,soil_wet,0.8,0.25,
bscan_preview/leak_large_flat_soil_wet_d080_x35_bscan.png,1,large_flat,soil_wet,0.8,0.35,
bscan_preview/leak_large_flat_soil_wet_d080_x45_bscan.png,1,large_flat,soil_wet,0.8,0.45,
bscan_preview/leak_large_flat_soil_wet_d110_x15_bscan.png,1,large_flat,soil_wet,1.1,0.15,
bscan_preview/leak_large_flat_soil_wet_d110_x25_bscan.png,1,large_flat,soil_wet,1.1,0.25,
bscan_preview/leak_large_flat_soil_wet_d110_x35_bscan.png,1,large_flat,soil_wet,1.1,0.35,
bscan_preview/leak_large_flat_soil_wet_d110_x45_bscan.png,1,large_flat,soil_wet,1.1,0.45,
bscan_preview/leak_large_vert_soil_dry_d010_x15_bscan.png,1,large_vert,soil_dry,0.1,0.15,
bscan_preview/leak_large_vert_soil_dry_d010_x25_bscan.png,1,large_vert,soil_dry,0.1,0.25,
bscan_preview/leak_large_vert_soil_dry_d010_x35_bscan.png,1,large_vert,soil_dry,0.1,0.35,
bscan_preview/leak_large_vert_soil_dry_d010_x45_bscan.png,1,large_vert,soil_dry,0.1,0.45,
bscan_preview/leak_large_vert_soil_dry_d025_x15_bscan.png,1,large_vert,soil_dry,0.25,0.15,
bscan_preview/leak_large_vert_soil_dry_d025_x25_bscan.png,1,large_vert,soil_dry,0.25,0.25,
bscan_preview/leak_large_vert_soil_dry_d025_x35_bscan.png,1,large_vert,soil_dry,0.25,0.35,
bscan_preview/leak_large_vert_soil_dry_d025_x45_bscan.png,1,large_vert,soil_dry,0.25,0.45,
bscan_preview/leak_large_vert_soil_dry_d040_x15_bscan.png,1,large_vert,soil_dry,0.4,0.15,
bscan_preview/leak_large_vert_soil_dry_d040_x25_bscan.png,1,large_vert,soil_dry,0.4,0.25,
bscan_preview/leak_large_vert_soil_dry_d040_x35_bscan.png,1,large_vert,soil_dry,0.4,0.35,
bscan_preview/leak_large_vert_soil_dry_d040_x45_bscan.png,1,large_vert,soil_dry,0.4,0.45,
bscan_preview/leak_large_vert_soil_dry_d060_x15_bscan.png,1,large_vert,soil_dry,0.6,0.15,
bscan_preview/leak_large_vert_soil_dry_d060_x25_bscan.png,1,large_vert,soil_dry,0.6,0.25,
bscan_preview/leak_large_vert_soil_dry_d060_x35_bscan.png,1,large_vert,soil_dry,0.6,0.35,
bscan_preview/leak_large_vert_soil_dry_d060_x45_bscan.png,1,large_vert,soil_dry,0.6,0.45,
bscan_preview/leak_large_vert_soil_dry_d080_x15_bscan.png,1,large_vert,soil_dry,0.8,0.15,
bscan_preview/leak_large_vert_soil_dry_d080_x25_bscan.png,1,large_vert,soil_dry,0.8,0.25,
bscan_preview/leak_large_vert_soil_dry_d080_x35_bscan.png,1,large_vert,soil_dry,0.8,0.35,
bscan_preview/leak_large_vert_soil_dry_d080_x45_bscan.png,1,large_vert,soil_dry,0.8,0.45,
bscan_preview/leak_large_vert_soil_dry_d110_x15_bscan.png,1,large_vert,soil_dry,1.1,0.15,
bscan_preview/leak_large_vert_soil_dry_d110_x25_bscan.png,1,large_vert,soil_dry,1.1,0.25,
bscan_preview/leak_large_vert_soil_dry_d110_x35_bscan.png,1,large_vert,soil_dry,1.1,0.35,
bscan_preview/leak_large_vert_soil_dry_d110_x45_bscan.png,1,large_vert,soil_dry,1.1,0.45,
bscan_preview/leak_large_vert_soil_med_d010_x15_bscan.png,1,large_vert,soil_med,0.1,0.15,
bscan_preview/leak_large_vert_soil_med_d010_x25_bscan.png,1,large_vert,soil_med,0.1,0.25,
bscan_preview/leak_large_vert_soil_med_d010_x35_bscan.png,1,large_vert,soil_med,0.1,0.35,
bscan_preview/leak_large_vert_soil_med_d010_x45_bscan.png,1,large_vert,soil_med,0.1,0.45,
bscan_preview/leak_large_vert_soil_med_d025_x15_bscan.png,1,large_vert,soil_med,0.25,0.15,
bscan_preview/leak_large_vert_soil_med_d025_x25_bscan.png,1,large_vert,soil_med,0.25,0.25,
bscan_preview/leak_large_vert_soil_med_d025_x35_bscan.png,1,large_vert,soil_med,0.25,0.35,
bscan_preview/leak_large_vert_soil_med_d025_x45_bscan.png,1,large_vert,soil_med,0.25,0.45,
bscan_preview/leak_large_vert_soil_med_d040_x15_bscan.png,1,large_vert,soil_med,0.4,0.15,
bscan_preview/leak_large_vert_soil_med_d040_x25_bscan.png,1,large_vert,soil_med,0.4,0.25,
bscan_preview/leak_large_vert_soil_med_d040_x35_bscan.png,1,large_vert,soil_med,0.4,0.35,
bscan_preview/leak_large_vert_soil_med_d040_x45_bscan.png,1,large_vert,soil_med,0.4,0.45,
bscan_preview/leak_large_vert_soil_med_d060_x15_bscan.png,1,large_vert,soil_med,0.6,0.15,
bscan_preview/leak_large_vert_soil_med_d060_x25_bscan.png,1,large_vert,soil_med,0.6,0.25,
bscan_preview/leak_large_vert_soil_med_d060_x35_bscan.png,1,large_vert,soil_med,0.6,0.35,
bscan_preview/leak_large_vert_soil_med_d060_x45_bscan.png,1,large_vert,soil_med,0.6,0.45,
bscan_preview/leak_large_vert_soil_med_d080_x15_bscan.png,1,large_vert,soil_med,0.8,0.15,
bscan_preview/leak_large_vert_soil_med_d080_x25_bscan.png,1,large_vert,soil_med,0.8,0.25,
bscan_preview/leak_large_vert_soil_med_d080_x35_bscan.png,1,large_vert,soil_med,0.8,0.35,
bscan_preview/leak_large_vert_soil_med_d080_x45_bscan.png,1,large_vert,soil_med,0.8,0.45,
bscan_preview/leak_large_vert_soil_med_d110_x15_bscan.png,1,large_vert,soil_med,1.1,0.15,
bscan_preview/leak_large_vert_soil_med_d110_x25_bscan.png,1,large_vert,soil_med,1.1,0.25,
bscan_preview/leak_large_vert_soil_med_d110_x35_bscan.png,1,large_vert,soil_med,1.1,0.35,
bscan_preview/leak_large_vert_soil_med_d110_x45_bscan.png,1,large_vert,soil_med,1.1,0.45,
bscan_preview/leak_large_vert_soil_wet_d010_x15_bscan.png,1,large_vert,soil_wet,0.1,0.15,
bscan_preview/leak_large_vert_soil_wet_d010_x25_bscan.png,1,large_vert,soil_wet,0.1,0.25,
bscan_preview/leak_large_vert_soil_wet_d010_x35_bscan.png,1,large_vert,soil_wet,0.1,0.35,
bscan_preview/leak_large_vert_soil_wet_d010_x45_bscan.png,1,large_vert,soil_wet,0.1,0.45,
bscan_preview/leak_large_vert_soil_wet_d025_x15_bscan.png,1,large_vert,soil_wet,0.25,0.15,
bscan_preview/leak_large_vert_soil_wet_d025_x25_bscan.png,1,large_vert,soil_wet,0.25,0.25,
bscan_preview/leak_large_vert_soil_wet_d025_x35_bscan.png,1,large_vert,soil_wet,0.25,0.35,
bscan_preview/leak_large_vert_soil_wet_d025_x45_bscan.png,1,large_vert,soil_wet,0.25,0.45,
bscan_preview/leak_large_vert_soil_wet_d040_x15_bscan.png,1,large_vert,soil_wet,0.4,0.15,
bscan_preview/leak_large_vert_soil_wet_d040_x25_bscan.png,1,large_vert,soil_wet,0.4,0.25,
bscan_preview/leak_large_vert_soil_wet_d040_x35_bscan.png,1,large_vert,soil_wet,0.4,0.35,
bscan_preview/leak_large_vert_soil_wet_d040_x45_bscan.png,1,large_vert,soil_wet,0.4,0.45,
bscan_preview/leak_large_vert_soil_wet_d060_x15_bscan.png,1,large_vert,soil_wet,0.6,0.15,
bscan_preview/leak_large_vert_soil_wet_d060_x25_bscan.png,1,large_vert,soil_wet,0.6,0.25,
bscan_preview/leak_large_vert_soil_wet_d060_x35_bscan.png,1,large_vert,soil_wet,0.6,0.35,
bscan_preview/leak_large_vert_soil_wet_d060_x45_bscan.png,1,large_vert,soil_wet,0.6,0.45,
bscan_preview/leak_large_vert_soil_wet_d080_x15_bscan.png,1,large_vert,soil_wet,0.8,0.15,
bscan_preview/leak_large_vert_soil_wet_d080_x25_bscan.png,1,large_vert,soil_wet,0.8,0.25,
bscan_preview/leak_large_vert_soil_wet_d080_x35_bscan.png,1,large_vert,soil_wet,0.8,0.35,
bscan_preview/leak_large_vert_soil_wet_d080_x45_bscan.png,1,large_vert,soil_wet,0.8,0.45,
